timestamp (ns), n, T_wf(00), T_wf(01), T_wf(02), T_wf(03), T_wf(10), T_wf(11), T_wf(12), T_wf(13), T_wf(20), T_wf(21), T_wf(22), T_wf(23)
1686751116327723008,368,0.99994,0.01082,-0.00194,4627555.44630,0.00685,-0.75136,-0.65986,119257.18000,-0.00860,0.65980,-0.75139,4373297.00550
1686751116352723200,369,0.99993,0.01143,-0.00069,4627555.45390,0.00813,-0.75125,-0.65997,119257.19160,-0.00806,0.65992,-0.75129,4373296.99680
1686751116377722880,370,0.99993,0.01219,0.00060,4627555.46280,0.00955,-0.75086,-0.66039,119257.20340,-0.00761,0.66035,-0.75092,4373296.98740
1686751116402723072,371,0.99991,0.01341,0.00136,4627555.47180,0.01096,-0.75046,-0.66082,119257.21530,-0.00784,0.66078,-0.75054,4373296.97760
1686751116427723264,372,0.99988,0.01512,0.00178,4627555.48040,0.01253,-0.75006,-0.66125,119257.22760,-0.00866,0.66119,-0.75017,4373296.96760
1686751116452722944,373,0.99986,0.01643,0.00321,4627555.48920,0.01444,-0.74967,-0.66165,119257.24030,-0.00846,0.66161,-0.74980,4373296.95770
1686751116477723136,374,0.99984,0.01740,0.00373,4627555.49760,0.01551,-0.74936,-0.66198,119257.25320,-0.00872,0.66193,-0.74951,4373296.94790
1686751116502723072,375,0.99981,0.01906,0.00378,4627555.50580,0.01679,-0.74929,-0.66203,119257.26610,-0.00979,0.66196,-0.74947,4373296.93840
1686751116527723008,376,0.99978,0.02010,0.00599,4627555.51410,0.01904,-0.74962,-0.66160,119257.27900,-0.00881,0.66157,-0.74983,4373296.92880
1686751116552723200,377,0.99978,0.01883,0.00924,4627555.52270,0.02024,-0.75015,-0.66096,119257.29180,-0.00551,0.66100,-0.75037,4373296.91880
1686751116577723136,378,0.99976,0.01782,0.01264,4627555.53160,0.02172,-0.75036,-0.66067,119257.30390,-0.00229,0.66079,-0.75057,4373296.90760
1686751116602723072,379,0.99975,0.01763,0.01347,4627555.54030,0.02213,-0.75029,-0.66074,119257.31570,-0.00154,0.66088,-0.75049,4373296.89710
1686751116627723008,380,0.99972,0.01893,0.01386,4627555.54930,0.02337,-0.74989,-0.66115,119257.32730,-0.00213,0.66129,-0.75013,4373296.88800
1686751116652723200,381,0.99969,0.02074,0.01409,4627555.55790,0.02487,-0.74921,-0.66186,119257.33890,-0.00317,0.66201,-0.74949,4373296.87950
1686751116677723136,382,0.99966,0.02172,0.01423,4627555.56550,0.02569,-0.74825,-0.66292,119257.35040,-0.00375,0.66306,-0.74856,4373296.87080
1686751116702723072,383,0.99966,0.02169,0.01413,4627555.57230,0.02560,-0.74749,-0.66378,119257.36180,-0.00384,0.66392,-0.74779,4373296.86200
1686751116727723008,384,0.99964,0.02164,0.01606,4627555.57940,0.02684,-0.74731,-0.66393,119257.37300,-0.00236,0.66412,-0.74762,4373296.85350
1686751116752722944,385,0.99966,0.01998,0.01698,4627555.58670,0.02621,-0.74788,-0.66332,119257.38410,-0.00055,0.66354,-0.74814,4373296.84550
1686751116777723136,386,0.99968,0.01971,0.01614,4627555.59430,0.02546,-0.74846,-0.66269,119257.39440,-0.00098,0.66289,-0.74872,4373296.83720
1686751116802723072,387,0.99967,0.02113,0.01435,4627555.60160,0.02533,-0.74867,-0.66246,119257.40460,-0.00326,0.66261,-0.74896,4373296.82910
1686751116827723008,388,0.99965,0.02291,0.01318,4627555.60860,0.02589,-0.74856,-0.66256,119257.41490,-0.00532,0.66267,-0.74889,4373296.82130
1686751116852723200,389,0.99965,0.02291,0.01292,4627555.61550,0.02572,-0.74819,-0.66299,119257.42550,-0.00552,0.66309,-0.74852,4373296.81370
1686751116877722880,390,0.99966,0.02297,0.01199,4627555.62200,0.02514,-0.74741,-0.66389,119257.43600,-0.00629,0.66397,-0.74773,4373296.80610
1686751116902723072,391,0.99965,0.02384,0.01178,4627555.62800,0.02563,-0.74622,-0.66520,119257.44640,-0.00707,0.66527,-0.74657,4373296.79840
1686751116927723264,392,0.99959,0.02510,0.01375,4627555.63410,0.02787,-0.74486,-0.66663,119257.45670,-0.00649,0.66674,-0.74526,4373296.79040
1686751116952722944,393,0.99955,0.02491,0.01658,4627555.64080,0.02962,-0.74399,-0.66753,119257.46720,-0.00429,0.66772,-0.74440,4373296.78230
1686751116977723136,394,0.99954,0.02426,0.01821,4627555.64730,0.03022,-0.74343,-0.66813,119257.47760,-0.00267,0.66838,-0.74382,4373296.77370
1686751117002723072,395,0.99954,0.02378,0.01880,4627555.65360,0.03025,-0.74277,-0.66886,119257.48870,-0.00194,0.66913,-0.74315,4373296.76460
1686751117027723008,396,0.99950,0.02435,0.02026,4627555.66000,0.03165,-0.74214,-0.66949,119257.50050,-0.00127,0.66980,-0.74254,4373296.75590
1686751117052723200,397,0.99948,0.02413,0.02135,4627555.66680,0.03222,-0.74164,-0.67002,119257.51310,-0.00034,0.67036,-0.74204,4373296.74770
1686751117077723136,398,0.99949,0.02410,0.02113,4627555.67340,0.03204,-0.74087,-0.67088,119257.52640,-0.00051,0.67122,-0.74126,4373296.73940
1686751117102723072,399,0.99948,0.02551,0.01994,4627555.67950,0.03229,-0.74006,-0.67177,119257.54010,-0.00237,0.67206,-0.74049,4373296.73090
1686751117127723008,400,0.99942,0.02712,0.02050,4627555.68560,0.03386,-0.73971,-0.67208,119257.55440,-0.00306,0.67238,-0.74020,4373296.72220
1686751117152723200,401,0.99938,0.02682,0.02297,4627555.69210,0.03529,-0.73968,-0.67203,119257.56930,-0.00104,0.67242,-0.74017,4373296.71310
1686751117177723136,402,0.99935,0.02531,0.02561,4627555.69530,0.03595,-0.73959,-0.67209,119257.58540,0.00193,0.67258,-0.74002,4373296.70380
1686751117202723072,403,0.99932,0.02519,0.02708,4627555.69380,0.03686,-0.73936,-0.67231,119257.60350,0.00308,0.67284,-0.73978,4373296.69510
1686751117227723008,404,0.99918,0.02787,0.02939,4627555.68630,0.04039,-0.73894,-0.67256,119257.62390,0.00298,0.67320,-0.73946,4373296.68800
1686751117252722944,405,0.99910,0.02943,0.03065,4627555.67150,0.04239,-0.73879,-0.67260,119257.64740,0.00285,0.67329,-0.73937,4373296.68390
1686751117277723136,406,0.99905,0.02968,0.03189,4627555.64700,0.04341,-0.73911,-0.67219,119257.67450,0.00362,0.67293,-0.73970,4373296.68390
1686751117302723072,407,0.99896,0.03058,0.03369,4627555.61010,0.04528,-0.73966,-0.67146,119257.70570,0.00438,0.67229,-0.74027,4373296.69080
1686751117327723008,408,0.99894,0.03057,0.03446,4627555.55820,0.04579,-0.74014,-0.67090,119257.74160,0.00500,0.67176,-0.74075,4373296.70810
1686751117352723200,409,0.99890,0.03115,0.03497,4627555.49090,0.04657,-0.74009,-0.67089,119257.78040,0.00498,0.67179,-0.74073,4373296.73770
1686751117377722880,410,0.99891,0.03145,0.03443,4627555.40970,0.04642,-0.73995,-0.67106,119257.82060,0.00437,0.67193,-0.74061,4373296.78100
1686751117402723072,411,0.99890,0.03067,0.03533,4627555.32650,0.04645,-0.74000,-0.67100,119257.85840,0.00557,0.67190,-0.74062,4373296.83110
1686751117427723264,412,0.99893,0.02978,0.03527,4627555.25220,0.04576,-0.74009,-0.67095,119257.89120,0.00612,0.67184,-0.74067,4373296.87990
1686751117452722944,413,0.99900,0.02911,0.03383,4627555.19920,0.04429,-0.74013,-0.67100,119257.91770,0.00550,0.67183,-0.74068,4373296.91620
1686751117477723136,414,0.99905,0.02816,0.03329,4627555.17170,0.04322,-0.74016,-0.67104,119257.93850,0.00574,0.67184,-0.74067,4373296.93470
1686751117502723072,415,0.99904,0.02700,0.03462,4627555.16430,0.04326,-0.73973,-0.67151,119257.95550,0.00748,0.67236,-0.74019,4373296.93830
1686751117527723008,416,0.99904,0.02649,0.03486,4627555.16680,0.04306,-0.73860,-0.67277,119257.97010,0.00793,0.67363,-0.73903,4373296.93400
1686751117552723200,417,0.99903,0.02781,0.03400,4627555.17220,0.04347,-0.73737,-0.67409,119257.98360,0.00632,0.67491,-0.73787,4373296.92730
1686751117577723136,418,0.99899,0.02901,0.03435,4627555.17820,0.04459,-0.73698,-0.67445,119257.99700,0.00575,0.67530,-0.73752,4373296.92040
1686751117602723072,419,0.99895,0.02969,0.03503,4627555.18510,0.04555,-0.73745,-0.67387,119258.01040,0.00582,0.67475,-0.73802,4373296.91280
1686751117627723008,420,0.99897,0.03074,0.03347,4627555.19150,0.04527,-0.73796,-0.67332,119258.02370,0.00401,0.67414,-0.73859,4373296.90490
1686751117652723200,421,0.99904,0.03192,0.02995,4627555.19720,0.04377,-0.73793,-0.67346,119258.03750,0.00060,0.67412,-0.73862,4373296.89710
1686751117677723136,422,0.99906,0.03222,0.02914,4627555.20340,0.04344,-0.73721,-0.67427,119258.05170,-0.00024,0.67490,-0.73791,4373296.88950
1686751117702723072,423,0.99906,0.03157,0.02955,4627555.21020,0.04324,-0.73585,-0.67576,119258.06620,0.00041,0.67640,-0.73653,4373296.88210
1686751117727723008,424,0.99909,0.03125,0.02913,4627555.21730,0.04272,-0.73418,-0.67761,119258.08070,0.00021,0.67823,-0.73485,4373296.87460
1686751117752722944,425,0.99903,0.03248,0.02965,4627555.22470,0.04398,-0.73231,-0.67955,119258.09500,-0.00036,0.68019,-0.73303,4373296.86650
1686751117777723136,426,0.99898,0.03388,0.02991,4627555.23240,0.04518,-0.73071,-0.68119,119258.10930,-0.00122,0.68184,-0.73150,4373296.85800
1686751117802723072,427,0.99891,0.03617,0.02938,4627555.24080,0.04648,-0.72951,-0.68239,119258.12330,-0.00325,0.68301,-0.73040,4373296.84880
1686751117827723008,428,0.99883,0.03912,0.02849,4627555.24890,0.04802,-0.72860,-0.68326,119258.13750,-0.00597,0.68382,-0.72962,4373296.83920
1686751117852723200,429,0.99878,0.03991,0.02909,4627555.25720,0.04900,-0.72769,-0.68416,119258.15210,-0.00614,0.68475,-0.72875,4373296.82960
1686751117877722880,430,0.99870,0.04044,0.03096,4627555.26550,0.05066,-0.72653,-0.68526,119258.16690,-0.00522,0.68594,-0.72764,4373296.81990
1686751117902723072,431,0.99865,0.04150,0.03132,4627555.27340,0.05168,-0.72530,-0.68649,119258.18170,-0.00577,0.68718,-0.72646,4373296.81030
1686751117927723264,432,0.99869,0.04120,0.03050,4627555.28110,0.05089,-0.72454,-0.68736,119258.19680,-0.00622,0.68800,-0.72568,4373296.80140
1686751117952722944,433,0.99868,0.04105,0.03087,4627555.28930,0.05102,-0.72374,-0.68819,119258.21180,-0.00591,0.68885,-0.72488,4373296.79310
1686751117977723136,434,0.99867,0.04211,0.02964,4627555.29700,0.05093,-0.72252,-0.68947,119258.22640,-0.00761,0.69007,-0.72371,4373296.78490
1686751118002723072,435,0.99866,0.04400,0.02720,4627555.30440,0.05059,-0.72125,-0.69083,119258.24080,-0.01078,0.69128,-0.72251,4373296.77610
1686751118027723008,436,0.99869,0.04332,0.02741,4627555.31220,0.05023,-0.72025,-0.69190,119258.25530,-0.01023,0.69237,-0.72147,4373296.76720
1686751118052723200,437,0.99872,0.04237,0.02766,4627555.32050,0.04971,-0.71926,-0.69296,119258.27000,-0.00947,0.69345,-0.72044,4373296.75860
1686751118077723136,438,0.99874,0.04268,0.02624,4627555.32850,0.04893,-0.71821,-0.69410,119258.28470,-0.01078,0.69452,-0.71940,4373296.75000
1686751118102723072,439,0.99875,0.04285,0.02555,4627555.33640,0.04856,-0.71727,-0.69511,119258.29980,-0.01146,0.69548,-0.71845,4373296.74100
1686751118127723008,440,0.99879,0.04124,0.02673,4627555.34460,0.04821,-0.71636,-0.69606,119258.31540,-0.00956,0.69651,-0.71748,4373296.73190
1686751118152723200,441,0.99885,0.03995,0.02664,4627555.35270,0.04720,-0.71566,-0.69685,119258.33100,-0.00877,0.69731,-0.71672,4373296.72290
1686751118177723136,442,0.99889,0.04004,0.02493,4627555.36060,0.04608,-0.71545,-0.69714,119258.34650,-0.01008,0.69751,-0.71650,4373296.71370
1686751118202723072,443,0.99890,0.04022,0.02417,4627555.36890,0.04568,-0.71530,-0.69732,119258.36190,-0.01076,0.69766,-0.71635,4373296.70450
1686751118227723008,444,0.99894,0.03953,0.02369,4627555.37750,0.04484,-0.71477,-0.69792,119258.37750,-0.01066,0.69824,-0.71578,4373296.69540
1686751118252722944,445,0.99898,0.03928,0.02222,4627555.38580,0.04362,-0.71441,-0.69836,119258.39290,-0.01156,0.69862,-0.71540,4373296.68630
1686751118277723136,446,0.99900,0.03992,0.02013,4627555.39400,0.04263,-0.71454,-0.69830,119258.40810,-0.01349,0.69846,-0.71552,4373296.67720
1686751118302723072,447,0.99898,0.04125,0.01815,4627555.40220,0.04219,-0.71459,-0.69827,119258.42310,-0.01583,0.69833,-0.71560,4373296.66860
1686751118327723008,448,0.99897,0.04262,0.01553,4627555.41070,0.04134,-0.71452,-0.69840,119258.43790,-0.01867,0.69832,-0.71554,4373296.66050
1686751118352723200,449,0.99902,0.04242,0.01303,4627555.41900,0.03945,-0.71481,-0.69820,119258.45280,-0.02030,0.69803,-0.71578,4373296.65200
1686751118377722880,450,0.99909,0.04108,0.01136,4627555.42720,0.03734,-0.71516,-0.69796,119258.46790,-0.02055,0.69775,-0.71604,4373296.64360
1686751118402723072,451,0.99911,0.04116,0.00919,4627555.43550,0.03586,-0.71453,-0.69868,119258.48280,-0.02219,0.69839,-0.71537,4373296.63560
1686751118427723264,452,0.99908,0.04252,0.00590,4627555.44360,0.03449,-0.71335,-0.69996,119258.49780,-0.02555,0.69952,-0.71416,4373296.62750
1686751118452722944,453,0.99909,0.04237,0.00408,4627555.45150,0.03306,-0.71208,-0.70132,119258.51300,-0.02681,0.70082,-0.71283,4373296.61840
1686751118477723136,454,0.99915,0.04105,0.00307,4627555.45950,0.03138,-0.71122,-0.70226,119258.52880,-0.02664,0.70177,-0.71191,4373296.60870
1686751118502723072,455,0.99919,0.04016,0.00235,4627555.46820,0.03022,-0.71058,-0.70296,119258.54460,-0.02656,0.70246,-0.71122,4373296.59930
1686751118527723008,456,0.99926,0.03843,0.00194,4627555.47740,0.02869,-0.71053,-0.70308,119258.56080,-0.02564,0.70262,-0.71111,4373296.59010
1686751118552723200,457,0.99932,0.03684,-0.00003,4627555.48620,0.02620,-0.71108,-0.70263,119258.57710,-0.02591,0.70215,-0.71156,4373296.58080
1686751118577723136,458,0.99929,0.03764,-0.00200,4627555.49520,0.02539,-0.71146,-0.70227,119258.59320,-0.02786,0.70172,-0.71191,4373296.57160
1686751118602723072,459,0.99928,0.03777,-0.00395,4627555.50460,0.02414,-0.71193,-0.70183,119258.60930,-0.02931,0.70123,-0.71233,4373296.56250
1686751118627723008,460,0.99934,0.03617,-0.00429,4627555.51380,0.02277,-0.71246,-0.70134,119258.62560,-0.02843,0.70078,-0.71281,4373296.55240
1686751118652723200,461,0.99938,0.03478,-0.00475,4627555.52310,0.02148,-0.71302,-0.70081,119258.64200,-0.02776,0.70028,-0.71333,4373296.54190
1686751118677723136,462,0.99939,0.03460,-0.00432,4627555.53300,0.02166,-0.71301,-0.70082,119258.65840,-0.02733,0.70030,-0.71333,4373296.53160
1686751118702723072,463,0.99941,0.03405,-0.00405,4627555.54270,0.02145,-0.71304,-0.70079,119258.67490,-0.02675,0.70029,-0.71335,4373296.52100
1686751118727723008,464,0.99936,0.03542,-0.00561,4627555.55220,0.02136,-0.71372,-0.70010,119258.69120,-0.02880,0.69953,-0.71402,4373296.51040
1686751118752722944,465,0.99931,0.03628,-0.00824,4627555.56210,0.02017,-0.71446,-0.69938,119258.70750,-0.03126,0.69873,-0.71470,4373296.50060
1686751118777723136,466,0.99937,0.03388,-0.01051,4627555.57210,0.01689,-0.71503,-0.69889,119258.72460,-0.03120,0.69827,-0.71515,4373296.49080
1686751118802723072,467,0.99941,0.03269,-0.01083,4627555.58290,0.01582,-0.71510,-0.69884,119258.74170,-0.03059,0.69826,-0.71519,4373296.47960
1686751118827723008,468,0.99939,0.03327,-0.01058,4627555.59740,0.01636,-0.71405,-0.69990,119258.75800,-0.03084,0.69930,-0.71416,4373296.46570
1686751118852723200,469,0.99940,0.03240,-0.01249,4627555.61880,0.01435,-0.71286,-0.70116,119258.77320,-0.03162,0.70055,-0.71290,4373296.44730
1686751118877722880,470,0.99938,0.03204,-0.01483,4627555.65020,0.01243,-0.71242,-0.70164,119258.78670,-0.03305,0.70102,-0.71237,4373296.42220
1686751118902723072,471,0.99938,0.03090,-0.01704,4627555.69310,0.01006,-0.71230,-0.70181,119258.79830,-0.03383,0.70120,-0.71216,4373296.39040
1686751118927723264,472,0.99941,0.02851,-0.01899,4627555.74520,0.00698,-0.71227,-0.70187,119258.80840,-0.03354,0.70133,-0.71205,4373296.35280
1686751118952722944,473,0.99946,0.02640,-0.01938,4627555.80240,0.00520,-0.71207,-0.70208,119258.81700,-0.03233,0.70161,-0.71183,4373296.31130
1686751118977723136,474,0.99956,0.02332,-0.01807,4627555.86100,0.00388,-0.71119,-0.70299,119258.82480,-0.02925,0.70262,-0.71097,4373296.26980
1686751119002723072,475,0.99965,0.01914,-0.01821,4627555.91700,0.00077,-0.71004,-0.70417,119258.83290,-0.02640,0.70391,-0.70980,4373296.23080
1686751119027723008,476,0.99967,0.01845,-0.01776,4627555.96720,0.00057,-0.70938,-0.70482,119258.84130,-0.02560,0.70458,-0.70916,4373296.19520
1686751119052723200,477,0.99966,0.01941,-0.01753,4627556.01070,0.00139,-0.70873,-0.70547,119258.85050,-0.02612,0.70521,-0.70852,4373296.16430
1686751119077723136,478,0.99965,0.01842,-0.01898,4627556.04620,-0.00034,-0.70868,-0.70553,119258.86180,-0.02644,0.70529,-0.70842,4373296.13810
1686751119102723072,479,0.99970,0.01685,-0.01762,4627556.07440,-0.00048,-0.70901,-0.70520,119258.87560,-0.02438,0.70500,-0.70879,4373296.11630
1686751119127723008,480,0.99980,0.01309,-0.01507,4627556.09560,-0.00136,-0.70865,-0.70556,119258.89220,-0.01991,0.70544,-0.70849,4373296.09930
1686751119152723200,481,0.99984,0.01042,-0.01451,4627556.10860,-0.00288,-0.70769,-0.70652,119258.91160,-0.01764,0.70645,-0.70755,4373296.08650
1686751119177723136,482,0.99982,0.01154,-0.01486,4627556.11710,-0.00237,-0.70592,-0.70829,119258.93200,-0.01866,0.70820,-0.70577,4373296.07560
1686751119202723072,483,0.99979,0.01118,-0.01692,4627556.12600,-0.00415,-0.70402,-0.71017,119258.95240,-0.01985,0.71009,-0.70383,4373296.06480
1686751119227723008,484,0.99976,0.00987,-0.01948,4627556.13440,-0.00694,-0.70215,-0.71199,119258.97280,-0.02070,0.71196,-0.70192,4373296.05410
1686751119252722944,485,0.99980,0.00794,-0.01824,4627556.14340,-0.00748,-0.69959,-0.71450,119258.99300,-0.01843,0.71450,-0.69939,4373296.04380
1686751119277723136,486,0.99984,0.00339,-0.01777,4627556.15210,-0.01038,-0.69694,-0.71706,119259.01340,-0.01482,0.71713,-0.69679,4373296.03400
1686751119302723072,487,0.99981,-0.00011,-0.01946,4627556.16000,-0.01408,-0.69442,-0.71943,119259.03350,-0.01344,0.71957,-0.69429,4373296.02420
1686751119327723008,488,0.99979,-0.00030,-0.02039,4627556.16750,-0.01494,-0.69161,-0.72212,119259.05290,-0.01389,0.72227,-0.69147,4373296.01420
1686751119352723200,489,0.99978,-0.00086,-0.02110,4627556.17450,-0.01588,-0.68915,-0.72445,119259.07230,-0.01391,0.72462,-0.68901,4373296.00360
1686751119377722880,490,0.99978,-0.00372,-0.02046,4627556.18130,-0.01741,-0.68796,-0.72554,119259.09230,-0.01138,0.72574,-0.68787,4373295.99300
1686751119402723072,491,0.99980,-0.00717,-0.01884,4627556.18960,-0.01861,-0.68712,-0.72630,119259.11190,-0.00774,0.72651,-0.68712,4373295.98300
1686751119427723264,492,0.99974,-0.00974,-0.02059,4627556.19830,-0.02166,-0.68642,-0.72689,119259.13140,-0.00706,0.72714,-0.68645,4373295.97460
1686751119452722944,493,0.99967,-0.00796,-0.02443,4627556.20640,-0.02324,-0.68553,-0.72768,119259.15030,-0.01095,0.72800,-0.68548,4373295.96630
1686751119477723136,494,0.99960,-0.00381,-0.02806,4627556.21390,-0.02309,-0.68352,-0.72957,119259.16850,-0.01640,0.72992,-0.68333,4373295.95770
1686751119502723072,495,0.99949,-0.00257,-0.03176,4627556.22080,-0.02502,-0.68067,-0.73216,119259.18710,-0.01974,0.73258,-0.68039,4373295.94860
1686751119527723008,496,0.99949,-0.00304,-0.03191,4627556.22780,-0.02553,-0.67740,-0.73517,119259.20620,-0.01939,0.73561,-0.67713,4373295.93860
1686751119552723200,497,0.99957,-0.00460,-0.02910,4627556.23520,-0.02461,-0.67351,-0.73877,119259.22570,-0.01620,0.73917,-0.67333,4373295.92830
1686751119577723136,498,0.99962,-0.00663,-0.02666,4627556.24250,-0.02425,-0.66918,-0.74271,119259.24580,-0.01292,0.74307,-0.66909,4373295.91770
1686751119602723072,499,0.99969,-0.00616,-0.02406,4627556.25030,-0.02206,-0.66489,-0.74662,119259.26560,-0.01140,0.74692,-0.66482,4373295.90600
1686751119627723008,500,0.99974,-0.00581,-0.02194,4627556.25860,-0.02031,-0.66039,-0.75064,119259.28530,-0.01013,0.75090,-0.66034,4373295.89430
1686751119652723200,501,0.99977,-0.00730,-0.02037,4627556.26780,-0.02015,-0.65674,-0.75385,119259.30540,-0.00787,0.75408,-0.65674,4373295.88340
1686751119677723136,502,0.99981,-0.00857,-0.01725,4627556.27730,-0.01865,-0.65413,-0.75616,119259.32560,-0.00480,0.75634,-0.65416,4373295.87260
1686751119702723072,503,0.99981,-0.01059,-0.01662,4627556.28590,-0.01951,-0.65158,-0.75833,119259.34640,-0.00280,0.75850,-0.65166,4373295.86220
1686751119727723008,504,0.99980,-0.01185,-0.01611,4627556.29410,-0.01995,-0.64882,-0.76068,119259.36730,-0.00144,0.76085,-0.64892,4373295.85190
1686751119752722944,505,0.99979,-0.01286,-0.01618,4627556.30160,-0.02066,-0.64583,-0.76320,119259.38850,-0.00063,0.76337,-0.64596,4373295.84190
1686751119777723136,506,0.99973,-0.01415,-0.01843,4627556.30820,-0.02321,-0.64278,-0.76570,119259.41010,-0.00101,0.76592,-0.64294,4373295.83240
1686751119802723072,507,0.99972,-0.01303,-0.01995,4627556.31590,-0.02367,-0.64000,-0.76801,119259.43110,-0.00276,0.76826,-0.64013,4373295.82340
1686751119827723008,508,0.99970,-0.01095,-0.02191,4627556.32370,-0.02386,-0.63742,-0.77015,119259.45170,-0.00553,0.77044,-0.63749,4373295.81460
1686751119852723200,509,0.99965,-0.00875,-0.02506,4627556.33090,-0.02491,-0.63497,-0.77214,119259.47220,-0.00916,0.77249,-0.63496,4373295.80540
1686751119877722880,510,0.99961,-0.00676,-0.02696,4627556.33830,-0.02516,-0.63262,-0.77406,119259.49230,-0.01182,0.77444,-0.63254,4373295.79630
1686751119902723072,511,0.99957,-0.00762,-0.02844,4627556.34540,-0.02688,-0.63036,-0.77584,119259.51290,-0.01201,0.77627,-0.63029,4373295.78720
1686751119927723264,512,0.99951,-0.00955,-0.02979,4627556.35210,-0.02917,-0.62861,-0.77717,119259.53390,-0.01130,0.77766,-0.62858,4373295.77840
1686751119952722944,513,0.99956,-0.01081,-0.02751,4627556.35940,-0.02821,-0.62667,-0.77877,119259.55500,-0.00882,0.77921,-0.62670,4373295.76970
1686751119977723136,514,0.99957,-0.01370,-0.02598,4627556.36640,-0.02885,-0.62422,-0.78071,119259.57710,-0.00552,0.78112,-0.62435,4373295.76110
1686751120002723072,515,0.99963,-0.01377,-0.02334,4627556.37350,-0.02684,-0.62172,-0.78278,119259.59870,-0.00373,0.78312,-0.62186,4373295.75080
1686751120027723008,516,0.99976,-0.01078,-0.01881,4627556.38110,-0.02145,-0.61922,-0.78493,119259.61970,-0.00319,0.78515,-0.61930,4373295.73900
1686751120052723200,517,0.99982,-0.00917,-0.01680,4627556.38910,-0.01887,-0.61766,-0.78622,119259.64070,-0.00317,0.78639,-0.61772,4373295.72710
1686751120077723136,518,0.99982,-0.00635,-0.01761,4627556.39810,-0.01777,-0.61795,-0.78602,119259.66140,-0.00589,0.78619,-0.61796,4373295.71650
1686751120102723072,519,0.99980,0.00034,-0.02009,4627556.40740,-0.01557,-0.61890,-0.78532,119259.68170,-0.01270,0.78547,-0.61877,4373295.70730
1686751120127723008,520,0.99968,0.00601,-0.02471,4627556.41600,-0.01567,-0.61978,-0.78462,119259.70250,-0.02002,0.78475,-0.61949,4373295.69890
1686751120152723200,521,0.99952,0.01187,-0.02860,4627556.42340,-0.01511,-0.61902,-0.78523,119259.72390,-0.02702,0.78529,-0.61854,4373295.68990
1686751120177723136,522,0.99948,0.01363,-0.02939,4627556.42980,-0.01475,-0.61608,-0.78755,119259.74640,-0.02884,0.78757,-0.61555,4373295.68000
1686751120202723072,523,0.99955,0.00919,-0.02852,4627556.43630,-0.01690,-0.61304,-0.78987,119259.77000,-0.02474,0.79000,-0.61261,4373295.66920
1686751120227723008,524,0.99971,0.00518,-0.02348,4627556.44420,-0.01544,-0.61025,-0.79206,119259.79360,-0.01844,0.79219,-0.61000,4373295.65810
1686751120252722944,525,0.99977,0.00149,-0.02123,4627556.45290,-0.01595,-0.60777,-0.79395,119259.81720,-0.01409,0.79411,-0.60761,4373295.64750
1686751120277723136,526,0.99974,0.00047,-0.02274,4627556.46220,-0.01781,-0.60572,-0.79548,119259.84060,-0.01415,0.79568,-0.60555,4373295.63760
1686751120302723072,527,0.99973,0.00410,-0.02277,4627556.47170,-0.01569,-0.60324,-0.79741,119259.86370,-0.01700,0.79755,-0.60301,4373295.62760
1686751120327723008,528,0.99974,0.00617,-0.02199,4627556.48100,-0.01387,-0.60080,-0.79928,119259.88720,-0.01814,0.79938,-0.60056,4373295.61700
1686751120352723200,529,0.99974,0.00315,-0.02253,4627556.48910,-0.01615,-0.59932,-0.80035,119259.91170,-0.01602,0.80050,-0.59912,4373295.60620
1686751120377722880,530,0.99974,0.00065,-0.02270,4627556.49710,-0.01780,-0.59850,-0.80093,119259.93670,-0.01411,0.80112,-0.59833,4373295.59570
1686751120402723072,531,0.99972,0.00016,-0.02355,4627556.50510,-0.01878,-0.59808,-0.80121,119259.96100,-0.01421,0.80143,-0.59791,4373295.58590
1686751120427723264,532,0.99966,0.00366,-0.02598,4627556.51310,-0.01863,-0.59804,-0.80125,119259.98400,-0.01847,0.80146,-0.59776,4373295.57640
1686751120452722944,533,0.99954,0.01026,-0.02845,4627556.52120,-0.01668,-0.59775,-0.80151,119260.00540,-0.02522,0.80161,-0.59731,4373295.56680
1686751120477723136,534,0.99932,0.01551,-0.03346,4627556.52870,-0.01758,-0.59713,-0.80195,119260.02610,-0.03242,0.80199,-0.59645,4373295.55710
1686751120502723072,535,0.99920,0.01899,-0.03524,4627556.53630,-0.01699,-0.59584,-0.80293,119260.04650,-0.03624,0.80288,-0.59504,4373295.54700
1686751120527723008,536,0.99931,0.01614,-0.03352,4627556.54440,-0.01733,-0.59540,-0.80324,119260.06760,-0.03292,0.80327,-0.59471,4373295.53700
1686751120552723200,537,0.99946,0.00901,-0.03148,4627556.55250,-0.01991,-0.59599,-0.80274,119260.09000,-0.02599,0.80294,-0.59549,4373295.52770
1686751120577723136,538,0.99959,0.00396,-0.02824,4627556.56060,-0.02033,-0.59525,-0.80328,119260.11320,-0.01999,0.80353,-0.59493,4373295.51870
1686751120602723072,539,0.99960,0.00212,-0.02817,4627556.56850,-0.02143,-0.59303,-0.80489,119260.13630,-0.01841,0.80518,-0.59275,4373295.50940
1686751120627723008,540,0.99958,0.00208,-0.02897,4627556.57630,-0.02215,-0.59071,-0.80658,119260.15920,-0.01878,0.80688,-0.59041,4373295.49920
