timestamp (ns), n, T_wf(00), T_wf(01), T_wf(02), T_wf(03), T_wf(10), T_wf(11), T_wf(12), T_wf(13), T_wf(20), T_wf(21), T_wf(22), T_wf(23)
1686751107152723200,1,0.99991,0.00704,-0.01181,4627554.91160,-0.01374,0.48976,-0.87175,119256.22570,-0.00036,0.87183,0.48981,4373297.47750
1686751107177723136,2,0.99991,0.00704,-0.01181,4627554.91190,-0.01374,0.48976,-0.87175,119256.22570,-0.00035,0.87183,0.48981,4373297.47770
1686751107202723072,3,0.99991,0.00705,-0.01180,4627554.91210,-0.01374,0.48976,-0.87175,119256.22570,-0.00036,0.87183,0.48981,4373297.47790
1686751107227723008,4,0.99991,0.00705,-0.01182,4627554.91230,-0.01375,0.48976,-0.87175,119256.22570,-0.00035,0.87183,0.48981,4373297.47810
1686751107252722944,5,0.99991,0.00705,-0.01182,4627554.91250,-0.01375,0.48976,-0.87175,119256.22570,-0.00036,0.87183,0.48981,4373297.47830
1686751107277723136,6,0.99991,0.00705,-0.01182,4627554.91270,-0.01375,0.48977,-0.87174,119256.22570,-0.00036,0.87182,0.48982,4373297.47850
1686751107302723072,7,0.99991,0.00705,-0.01182,4627554.91290,-0.01375,0.48977,-0.87174,119256.22570,-0.00036,0.87182,0.48982,4373297.47870
1686751107327723008,8,0.99991,0.00705,-0.01181,4627554.91310,-0.01375,0.48977,-0.87174,119256.22570,-0.00036,0.87182,0.48982,4373297.47890
1686751107352723200,9,0.99991,0.00704,-0.01182,4627554.91330,-0.01375,0.48977,-0.87174,119256.22560,-0.00035,0.87182,0.48982,4373297.47910
1686751107377722880,10,0.99991,0.00704,-0.01182,4627554.91350,-0.01375,0.48977,-0.87174,119256.22560,-0.00035,0.87182,0.48982,4373297.47920
1686751107402723072,11,0.99991,0.00705,-0.01182,4627554.91360,-0.01376,0.48977,-0.87174,119256.22560,-0.00035,0.87182,0.48982,4373297.47940
1686751107427723264,12,0.99991,0.00705,-0.01182,4627554.91380,-0.01376,0.48977,-0.87174,119256.22560,-0.00036,0.87182,0.48982,4373297.47950
1686751107452722944,13,0.99991,0.00705,-0.01183,4627554.91400,-0.01376,0.48976,-0.87175,119256.22560,-0.00035,0.87183,0.48981,4373297.47970
1686751107477723136,14,0.99991,0.00705,-0.01183,4627554.91420,-0.01377,0.48976,-0.87175,119256.22560,-0.00035,0.87183,0.48981,4373297.47990
1686751107502723072,15,0.99991,0.00706,-0.01184,4627554.91440,-0.01378,0.48976,-0.87175,119256.22560,-0.00036,0.87183,0.48981,4373297.48000
1686751107527723008,16,0.99991,0.00706,-0.01184,4627554.91450,-0.01378,0.48976,-0.87175,119256.22560,-0.00036,0.87183,0.48981,4373297.48020
1686751107552723200,17,0.99991,0.00706,-0.01183,4627554.91470,-0.01377,0.48976,-0.87175,119256.22560,-0.00036,0.87183,0.48981,4373297.48030
1686751107577723136,18,0.99991,0.00707,-0.01183,4627554.91490,-0.01377,0.48976,-0.87175,119256.22550,-0.00037,0.87183,0.48981,4373297.48040
1686751107602723072,19,0.99991,0.00707,-0.01183,4627554.91500,-0.01377,0.48976,-0.87175,119256.22550,-0.00037,0.87183,0.48981,4373297.48060
1686751107627723008,20,0.99991,0.00707,-0.01183,4627554.91520,-0.01378,0.48975,-0.87175,119256.22550,-0.00037,0.87183,0.48981,4373297.48070
1686751107652723200,21,0.99990,0.00707,-0.01184,4627554.91530,-0.01378,0.48975,-0.87175,119256.22540,-0.00037,0.87183,0.48981,4373297.48080
1686751107677723136,22,0.99991,0.00706,-0.01184,4627554.91550,-0.01378,0.48976,-0.87175,119256.22540,-0.00036,0.87183,0.48981,4373297.48090
1686751107702723072,23,0.99990,0.00706,-0.01184,4627554.91560,-0.01378,0.48976,-0.87175,119256.22540,-0.00036,0.87183,0.48981,4373297.48100
1686751107727723008,24,0.99991,0.00706,-0.01184,4627554.91570,-0.01378,0.48976,-0.87175,119256.22540,-0.00035,0.87183,0.48981,4373297.48110
1686751107752722944,25,0.99991,0.00706,-0.01183,4627554.91580,-0.01377,0.48976,-0.87175,119256.22530,-0.00036,0.87183,0.48981,4373297.48120
1686751107777723136,26,0.99991,0.00706,-0.01184,4627554.91590,-0.01378,0.48976,-0.87175,119256.22530,-0.00035,0.87183,0.48981,4373297.48130
1686751107802723072,27,0.99990,0.00706,-0.01184,4627554.91600,-0.01378,0.48976,-0.87175,119256.22530,-0.00035,0.87183,0.48981,4373297.48140
1686751107827723008,28,0.99990,0.00706,-0.01184,4627554.91620,-0.01378,0.48977,-0.87174,119256.22520,-0.00036,0.87182,0.48982,4373297.48150
1686751107852723200,29,0.99991,0.00705,-0.01184,4627554.91630,-0.01378,0.48977,-0.87174,119256.22520,-0.00035,0.87182,0.48982,4373297.48160
1686751107877722880,30,0.99991,0.00705,-0.01184,4627554.91650,-0.01378,0.48977,-0.87174,119256.22520,-0.00035,0.87182,0.48982,4373297.48170
1686751107902723072,31,0.99991,0.00705,-0.01184,4627554.91660,-0.01378,0.48977,-0.87174,119256.22520,-0.00034,0.87182,0.48982,4373297.48180
1686751107927723264,32,0.99990,0.00706,-0.01185,4627554.91670,-0.01379,0.48976,-0.87175,119256.22510,-0.00035,0.87183,0.48982,4373297.48180
1686751107952722944,33,0.99990,0.00705,-0.01185,4627554.91670,-0.01378,0.48977,-0.87174,119256.22510,-0.00034,0.87182,0.48982,4373297.48180
1686751107977723136,34,0.99991,0.00705,-0.01184,4627554.91670,-0.01378,0.48978,-0.87174,119256.22510,-0.00035,0.87182,0.48983,4373297.48180
1686751108002723072,35,0.99990,0.00705,-0.01185,4627554.91680,-0.01378,0.48978,-0.87174,119256.22510,-0.00035,0.87182,0.48983,4373297.48180
1686751108027723008,36,0.99990,0.00705,-0.01185,4627554.91680,-0.01378,0.48978,-0.87174,119256.22520,-0.00035,0.87182,0.48983,4373297.48180
1686751108052723200,37,0.99990,0.00705,-0.01185,4627554.91680,-0.01378,0.48978,-0.87174,119256.22520,-0.00035,0.87182,0.48983,4373297.48170
1686751108077723136,38,0.99990,0.00706,-0.01186,4627554.91680,-0.01380,0.48978,-0.87174,119256.22520,-0.00034,0.87182,0.48983,4373297.48170
1686751108102723072,39,0.99990,0.00705,-0.01187,4627554.91680,-0.01380,0.48978,-0.87174,119256.22520,-0.00033,0.87182,0.48983,4373297.48170
1686751108127723008,40,0.99990,0.00705,-0.01187,4627554.91670,-0.01380,0.48978,-0.87174,119256.22530,-0.00033,0.87182,0.48983,4373297.48170
1686751108152723200,41,0.99990,0.00704,-0.01187,4627554.91670,-0.01380,0.48978,-0.87174,119256.22530,-0.00032,0.87182,0.48983,4373297.48160
1686751108177723136,42,0.99990,0.00704,-0.01187,4627554.91680,-0.01380,0.48978,-0.87174,119256.22530,-0.00032,0.87182,0.48983,4373297.48160
1686751108202723072,43,0.99990,0.00705,-0.01187,4627554.91690,-0.01380,0.48977,-0.87174,119256.22530,-0.00033,0.87182,0.48982,4373297.48160
1686751108227723008,44,0.99990,0.00705,-0.01188,4627554.91700,-0.01381,0.48977,-0.87174,119256.22530,-0.00033,0.87182,0.48982,4373297.48160
1686751108252722944,45,0.99990,0.00705,-0.01188,4627554.91710,-0.01381,0.48977,-0.87174,119256.22530,-0.00032,0.87182,0.48982,4373297.48160
1686751108277723136,46,0.99990,0.00705,-0.01189,4627554.91710,-0.01382,0.48977,-0.87174,119256.22530,-0.00032,0.87182,0.48982,4373297.48160
1686751108302723072,47,0.99990,0.00705,-0.01189,4627554.91720,-0.01382,0.48977,-0.87174,119256.22540,-0.00033,0.87182,0.48982,4373297.48160
1686751108327723008,48,0.99990,0.00706,-0.01189,4627554.91730,-0.01382,0.48977,-0.87174,119256.22540,-0.00033,0.87182,0.48982,4373297.48150
1686751108352723200,49,0.99990,0.00706,-0.01189,4627554.91730,-0.01383,0.48977,-0.87174,119256.22540,-0.00033,0.87182,0.48982,4373297.48150
1686751108377722880,50,0.99990,0.00706,-0.01190,4627554.91740,-0.01383,0.48977,-0.87174,119256.22540,-0.00032,0.87182,0.48982,4373297.48150
1686751108402723072,51,0.99990,0.00705,-0.01190,4627554.91740,-0.01382,0.48978,-0.87174,119256.22540,-0.00032,0.87182,0.48983,4373297.48150
1686751108427723264,52,0.99990,0.00705,-0.01191,4627554.91750,-0.01383,0.48977,-0.87174,119256.22540,-0.00031,0.87182,0.48982,4373297.48140
1686751108452722944,53,0.99990,0.00705,-0.01191,4627554.91760,-0.01383,0.48977,-0.87174,119256.22540,-0.00032,0.87182,0.48982,4373297.48140
1686751108477723136,54,0.99990,0.00705,-0.01191,4627554.91760,-0.01384,0.48977,-0.87174,119256.22540,-0.00031,0.87182,0.48982,4373297.48140
1686751108502723072,55,0.99990,0.00705,-0.01191,4627554.91770,-0.01384,0.48977,-0.87174,119256.22540,-0.00031,0.87182,0.48982,4373297.48140
1686751108527723008,56,0.99990,0.00704,-0.01193,4627554.91770,-0.01385,0.48977,-0.87174,119256.22540,-0.00030,0.87182,0.48982,4373297.48140
1686751108552723200,57,0.99990,0.00703,-0.01193,4627554.91770,-0.01384,0.48977,-0.87174,119256.22540,-0.00029,0.87183,0.48982,4373297.48130
1686751108577723136,58,0.99990,0.00702,-0.01192,4627554.91780,-0.01384,0.48976,-0.87174,119256.22540,-0.00028,0.87183,0.48981,4373297.48130
1686751108602723072,59,0.99990,0.00703,-0.01193,4627554.91790,-0.01384,0.48977,-0.87174,119256.22540,-0.00029,0.87182,0.48982,4373297.48120
1686751108627723008,60,0.99990,0.00703,-0.01193,4627554.91790,-0.01385,0.48977,-0.87174,119256.22540,-0.00028,0.87182,0.48982,4373297.48120
1686751108652723200,61,0.99990,0.00702,-0.01193,4627554.91800,-0.01384,0.48977,-0.87174,119256.22540,-0.00028,0.87182,0.48982,4373297.48120
1686751108677723136,62,0.99990,0.00702,-0.01193,4627554.91800,-0.01384,0.48978,-0.87174,119256.22540,-0.00028,0.87182,0.48983,4373297.48110
1686751108702723072,63,0.99990,0.00702,-0.01194,4627554.91810,-0.01385,0.48978,-0.87174,119256.22540,-0.00027,0.87182,0.48983,4373297.48110
1686751108727723008,64,0.99990,0.00702,-0.01194,4627554.91810,-0.01385,0.48978,-0.87174,119256.22540,-0.00027,0.87182,0.48983,4373297.48100
1686751108752722944,65,0.99990,0.00702,-0.01193,4627554.91820,-0.01384,0.48978,-0.87173,119256.22540,-0.00028,0.87182,0.48983,4373297.48100
1686751108777723136,66,0.99990,0.00702,-0.01193,4627554.91820,-0.01384,0.48978,-0.87173,119256.22540,-0.00028,0.87182,0.48983,4373297.48100
1686751108802723072,67,0.99990,0.00703,-0.01194,4627554.91830,-0.01385,0.48978,-0.87174,119256.22540,-0.00028,0.87182,0.48983,4373297.48090
1686751108827723008,68,0.99990,0.00702,-0.01194,4627554.91840,-0.01385,0.48978,-0.87174,119256.22540,-0.00028,0.87182,0.48983,4373297.48090
1686751108852723200,69,0.99990,0.00702,-0.01195,4627554.91850,-0.01385,0.48978,-0.87174,119256.22540,-0.00027,0.87182,0.48983,4373297.48090
1686751108877722880,70,0.99990,0.00702,-0.01195,4627554.91860,-0.01385,0.48977,-0.87174,119256.22540,-0.00027,0.87182,0.48982,4373297.48080
1686751108902723072,71,0.99990,0.00702,-0.01194,4627554.91870,-0.01385,0.48977,-0.87174,119256.22540,-0.00027,0.87182,0.48982,4373297.48080
1686751108927723264,72,0.99990,0.00702,-0.01195,4627554.91870,-0.01386,0.48977,-0.87174,119256.22540,-0.00027,0.87182,0.48982,4373297.48070
1686751108952722944,73,0.99990,0.00702,-0.01195,4627554.91880,-0.01386,0.48977,-0.87174,119256.22540,-0.00027,0.87182,0.48982,4373297.48070
1686751108977723136,74,0.99990,0.00702,-0.01195,4627554.91880,-0.01386,0.48977,-0.87174,119256.22540,-0.00027,0.87182,0.48982,4373297.48070
1686751109002723072,75,0.99990,0.00702,-0.01195,4627554.91880,-0.01385,0.48977,-0.87174,119256.22540,-0.00027,0.87182,0.48982,4373297.48070
1686751109027723008,76,0.99990,0.00701,-0.01195,4627554.91880,-0.01385,0.48977,-0.87174,119256.22540,-0.00026,0.87182,0.48982,4373297.48070
1686751109052723200,77,0.99990,0.00702,-0.01196,4627554.91880,-0.01386,0.48977,-0.87174,119256.22540,-0.00026,0.87182,0.48982,4373297.48070
1686751109077723136,78,0.99990,0.00702,-0.01195,4627554.91880,-0.01386,0.48977,-0.87174,119256.22540,-0.00026,0.87182,0.48982,4373297.48070
1686751109102723072,79,0.99990,0.00701,-0.01195,4627554.91880,-0.01385,0.48976,-0.87174,119256.22550,-0.00026,0.87183,0.48981,4373297.48070
1686751109127723008,80,0.99990,0.00701,-0.01195,4627554.91880,-0.01385,0.48977,-0.87174,119256.22550,-0.00026,0.87182,0.48982,4373297.48070
1686751109152723200,81,0.99990,0.00702,-0.01195,4627554.91880,-0.01385,0.48977,-0.87174,119256.22550,-0.00026,0.87182,0.48982,4373297.48070
1686751109177723136,82,0.99990,0.00703,-0.01195,4627554.91900,-0.01386,0.48977,-0.87174,119256.22540,-0.00027,0.87182,0.48983,4373297.48060
1686751109202723072,83,0.99990,0.00704,-0.01196,4627554.91910,-0.01387,0.48978,-0.87174,119256.22540,-0.00028,0.87182,0.48983,4373297.48060
1686751109227723008,84,0.99990,0.00704,-0.01195,4627554.91920,-0.01387,0.48977,-0.87174,119256.22540,-0.00028,0.87182,0.48983,4373297.48050
1686751109252722944,85,0.99990,0.00704,-0.01196,4627554.91930,-0.01387,0.48977,-0.87174,119256.22540,-0.00027,0.87182,0.48983,4373297.48050
1686751109277723136,86,0.99990,0.00704,-0.01197,4627554.91940,-0.01388,0.48978,-0.87174,119256.22540,-0.00027,0.87182,0.48983,4373297.48040
1686751109302723072,87,0.99990,0.00704,-0.01197,4627554.91950,-0.01389,0.48978,-0.87173,119256.22540,-0.00027,0.87182,0.48983,4373297.48040
1686751109327723008,88,0.99990,0.00704,-0.01198,4627554.91960,-0.01389,0.48978,-0.87173,119256.22540,-0.00027,0.87182,0.48983,4373297.48040
1686751109352723200,89,0.99990,0.00704,-0.01198,4627554.91970,-0.01389,0.48978,-0.87174,119256.22540,-0.00027,0.87182,0.48983,4373297.48030
1686751109377722880,90,0.99990,0.00703,-0.01198,4627554.91980,-0.01389,0.48978,-0.87174,119256.22530,-0.00026,0.87182,0.48983,4373297.48020
1686751109402723072,91,0.99990,0.00704,-0.01198,4627554.91990,-0.01390,0.48977,-0.87174,119256.22530,-0.00026,0.87182,0.48982,4373297.48020
1686751109427723264,92,0.99990,0.00703,-0.01200,4627554.92000,-0.01390,0.48969,-0.87178,119256.22530,-0.00025,0.87187,0.48974,4373297.48020
1686751109452722944,93,0.99990,0.00704,-0.01200,4627554.92010,-0.01391,0.48949,-0.87190,119256.22530,-0.00026,0.87198,0.48954,4373297.48010
1686751109477723136,94,0.99990,0.00707,-0.01199,4627554.92020,-0.01391,0.48932,-0.87199,119256.22530,-0.00030,0.87208,0.48937,4373297.48010
1686751109502723072,95,0.99990,0.00706,-0.01199,4627554.92020,-0.01391,0.48934,-0.87198,119256.22530,-0.00029,0.87206,0.48939,4373297.48010
1686751109527723008,96,0.99990,0.00702,-0.01201,4627554.92030,-0.01391,0.48947,-0.87191,119256.22530,-0.00024,0.87199,0.48952,4373297.48010
1686751109552723200,97,0.99990,0.00703,-0.01201,4627554.92030,-0.01392,0.48950,-0.87189,119256.22530,-0.00025,0.87197,0.48955,4373297.48000
1686751109577723136,98,0.99990,0.00704,-0.01201,4627554.92040,-0.01392,0.48938,-0.87196,119256.22530,-0.00026,0.87204,0.48943,4373297.48000
1686751109602723072,99,0.99990,0.00703,-0.01202,4627554.92050,-0.01393,0.48928,-0.87201,119256.22520,-0.00025,0.87210,0.48933,4373297.48000
1686751109627723008,100,0.99990,0.00703,-0.01203,4627554.92050,-0.01393,0.48931,-0.87200,119256.22520,-0.00025,0.87208,0.48936,4373297.47990
1686751109652723200,101,0.99990,0.00702,-0.01202,4627554.92060,-0.01392,0.48939,-0.87195,119256.22510,-0.00024,0.87204,0.48944,4373297.47990
1686751109677723136,102,0.99990,0.00700,-0.01204,4627554.92070,-0.01393,0.48934,-0.87198,119256.22510,-0.00021,0.87206,0.48939,4373297.47990
1686751109702723072,103,0.99990,0.00702,-0.01205,4627554.92070,-0.01394,0.48920,-0.87206,119256.22500,-0.00023,0.87214,0.48925,4373297.47980
1686751109727723008,104,0.99990,0.00707,-0.01202,4627554.92080,-0.01395,0.48910,-0.87212,119256.22480,-0.00029,0.87220,0.48915,4373297.47980
1686751109752722944,105,0.99990,0.00702,-0.01205,4627554.92080,-0.01394,0.48904,-0.87215,119256.22470,-0.00023,0.87223,0.48909,4373297.47970
1686751109777723136,106,0.99990,0.00699,-0.01206,4627554.92090,-0.01394,0.48885,-0.87226,119256.22450,-0.00020,0.87234,0.48890,4373297.47950
1686751109802723072,107,0.99990,0.00708,-0.01201,4627554.92100,-0.01394,0.48833,-0.87255,119256.22440,-0.00031,0.87263,0.48838,4373297.47940
1686751109827723008,108,0.99990,0.00713,-0.01199,4627554.92110,-0.01394,0.48781,-0.87284,119256.22420,-0.00037,0.87292,0.48786,4373297.47930
1686751109852723200,109,0.99990,0.00713,-0.01203,4627554.92110,-0.01398,0.48744,-0.87304,119256.22420,-0.00036,0.87313,0.48749,4373297.47930
1686751109877722880,110,0.99990,0.00705,-0.01212,4627554.92120,-0.01402,0.48678,-0.87341,119256.22410,-0.00025,0.87349,0.48683,4373297.47920
1686751109902723072,111,0.99990,0.00677,-0.01234,4627554.92120,-0.01407,0.48562,-0.87405,119256.22410,0.00007,0.87414,0.48567,4373297.47910
1686751109927723264,112,0.99990,0.00655,-0.01246,4627554.92130,-0.01408,0.48395,-0.87498,119256.22390,0.00030,0.87507,0.48400,4373297.47900
1686751109952722944,113,0.99990,0.00671,-0.01220,4627554.92160,-0.01393,0.48169,-0.87623,119256.22360,-0.00000,0.87632,0.48174,4373297.47880
1686751109977723136,114,0.99990,0.00703,-0.01189,4627554.92180,-0.01380,0.47897,-0.87772,119256.22330,-0.00047,0.87780,0.47902,4373297.47860
1686751110002723072,115,0.99991,0.00709,-0.01172,4627554.92180,-0.01368,0.47594,-0.87937,119256.22310,-0.00065,0.87945,0.47599,4373297.47860
1686751110027723008,116,0.99991,0.00690,-0.01171,4627554.92180,-0.01358,0.47251,-0.88122,119256.22310,-0.00054,0.88130,0.47256,4373297.47860
1686751110052723200,117,0.99991,0.00667,-0.01179,4627554.92170,-0.01355,0.46850,-0.88336,119256.22330,-0.00037,0.88344,0.46855,4373297.47880
1686751110077723136,118,0.99991,0.00647,-0.01207,4627554.92140,-0.01369,0.46391,-0.88578,119256.22370,-0.00013,0.88586,0.46396,4373297.47910
1686751110102723072,119,0.99990,0.00638,-0.01267,4627554.92130,-0.01418,0.45884,-0.88841,119256.22420,0.00014,0.88850,0.45888,4373297.47940
1686751110127723008,120,0.99990,0.00614,-0.01309,4627554.92130,-0.01446,0.45343,-0.89117,119256.22490,0.00046,0.89127,0.45347,4373297.47940
1686751110152723200,121,0.99990,0.00562,-0.01285,4627554.92160,-0.01401,0.44808,-0.89388,119256.22590,0.00074,0.89397,0.44812,4373297.47910
1686751110177723136,122,0.99991,0.00513,-0.01245,4627554.92210,-0.01344,0.44305,-0.89639,119256.22680,0.00092,0.89648,0.44308,4373297.47870
1686751110202723072,123,0.99991,0.00482,-0.01244,4627554.92260,-0.01329,0.43810,-0.89883,119256.22780,0.00111,0.89892,0.43812,4373297.47820
1686751110227723008,124,0.99991,0.00453,-0.01225,4627554.92310,-0.01300,0.43326,-0.90118,119256.22870,0.00123,0.90126,0.43328,4373297.47760
1686751110252722944,125,0.99991,0.00450,-0.01227,4627554.92360,-0.01301,0.42833,-0.90353,119256.22930,0.00118,0.90361,0.42835,4373297.47720
1686751110277723136,126,0.99992,0.00456,-0.01207,4627554.92410,-0.01286,0.42318,-0.90596,119256.22990,0.00098,0.90604,0.42320,4373297.47670
1686751110302723072,127,0.99991,0.00490,-0.01276,4627554.92460,-0.01364,0.41729,-0.90867,119256.23040,0.00088,0.90876,0.41732,4373297.47610
1686751110327723008,128,0.99991,0.00492,-0.01284,4627554.92520,-0.01373,0.41134,-0.91138,119256.23110,0.00080,0.91147,0.41137,4373297.47540
1686751110352723200,129,0.99990,0.00483,-0.01295,4627554.92580,-0.01380,0.40587,-0.91383,119256.23190,0.00084,0.91392,0.40590,4373297.47470
1686751110377722880,130,0.99991,0.00450,-0.01282,4627554.92650,-0.01355,0.40092,-0.91601,119256.23270,0.00102,0.91610,0.40094,4373297.47410
1686751110402723072,131,0.99991,0.00441,-0.01287,4627554.92700,-0.01356,0.39609,-0.91811,119256.23330,0.00105,0.91820,0.39611,4373297.47360
1686751110427723264,132,0.99991,0.00450,-0.01292,4627554.92740,-0.01365,0.39117,-0.92022,119256.23370,0.00092,0.92031,0.39120,4373297.47320
1686751110452722944,133,0.99991,0.00483,-0.01280,4627554.92780,-0.01367,0.38613,-0.92234,119256.23390,0.00049,0.92243,0.38616,4373297.47290
1686751110477723136,134,0.99990,0.00522,-0.01280,4627554.92820,-0.01383,0.38089,-0.92452,119256.23380,0.00005,0.92461,0.38092,4373297.47260
1686751110502723072,135,0.99990,0.00572,-0.01276,4627554.92850,-0.01397,0.37547,-0.92673,119256.23370,-0.00051,0.92682,0.37551,4373297.47220
1686751110527723008,136,0.99990,0.00625,-0.01267,4627554.92890,-0.01408,0.36991,-0.92896,119256.23350,-0.00112,0.92905,0.36996,4373297.47180
1686751110552723200,137,0.99990,0.00668,-0.01253,4627554.92940,-0.01410,0.36445,-0.93112,119256.23330,-0.00166,0.93120,0.36450,4373297.47130
1686751110577723136,138,0.99990,0.00697,-0.01243,4627554.92990,-0.01411,0.35908,-0.93320,119256.23330,-0.00204,0.93328,0.35915,4373297.47080
1686751110602723072,139,0.99990,0.00708,-0.01231,4627554.93040,-0.01402,0.35393,-0.93517,119256.23320,-0.00226,0.93524,0.35399,4373297.47030
1686751110627723008,140,0.99990,0.00705,-0.01208,4627554.93090,-0.01378,0.34882,-0.93709,119256.23310,-0.00239,0.93716,0.34888,4373297.46980
1686751110652723200,141,0.99991,0.00697,-0.01188,4627554.93130,-0.01355,0.34342,-0.93908,119256.23280,-0.00247,0.93916,0.34348,4373297.46940
1686751110677723136,142,0.99991,0.00722,-0.01169,4627554.93150,-0.01344,0.33801,-0.94105,119256.23240,-0.00284,0.94112,0.33807,4373297.46910
1686751110702723072,143,0.99990,0.00755,-0.01174,4627554.93160,-0.01358,0.33295,-0.94285,119256.23180,-0.00321,0.94291,0.33302,4373297.46900
1686751110727723008,144,0.99990,0.00779,-0.01205,4627554.93160,-0.01394,0.32786,-0.94462,119256.23120,-0.00341,0.94469,0.32793,4373297.46890
1686751110752722944,145,0.99989,0.00803,-0.01214,4627554.93170,-0.01408,0.32224,-0.94655,119256.23080,-0.00368,0.94662,0.32232,4373297.46870
1686751110777723136,146,0.99989,0.00837,-0.01204,4627554.93200,-0.01407,0.31637,-0.94853,119256.23060,-0.00413,0.94860,0.31645,4373297.46850
1686751110802723072,147,0.99989,0.00865,-0.01195,4627554.93220,-0.01404,0.31082,-0.95036,119256.23060,-0.00450,0.95043,0.31091,4373297.46830
1686751110827723008,148,0.99989,0.00874,-0.01219,4627554.93260,-0.01427,0.30555,-0.95207,119256.23080,-0.00459,0.95214,0.30564,4373297.46800
1686751110852723200,149,0.99989,0.00873,-0.01221,4627554.93300,-0.01427,0.30006,-0.95381,119256.23120,-0.00466,0.95388,0.30015,4373297.46740
1686751110877722880,150,0.99989,0.00868,-0.01190,4627554.93350,-0.01393,0.29446,-0.95556,119256.23180,-0.00479,0.95563,0.29454,4373297.46680
1686751110902723072,151,0.99989,0.00876,-0.01166,4627554.93410,-0.01369,0.28874,-0.95731,119256.23230,-0.00502,0.95737,0.28883,4373297.46620
1686751110927723264,152,0.99990,0.00904,-0.01125,4627554.93470,-0.01335,0.28305,-0.95901,119256.23270,-0.00548,0.95906,0.28314,4373297.46570
1686751110952722944,153,0.99989,0.00952,-0.01118,4627554.93520,-0.01338,0.27759,-0.96061,119256.23290,-0.00605,0.96065,0.27769,4373297.46520
1686751110977723136,154,0.99989,0.01004,-0.01107,4627554.93570,-0.01339,0.27226,-0.96213,119256.23310,-0.00665,0.96217,0.27237,4373297.46480
1686751111002723072,155,0.99988,0.01053,-0.01101,4627554.93620,-0.01343,0.26713,-0.96357,119256.23310,-0.00720,0.96360,0.26724,4373297.46440
1686751111027723008,156,0.99988,0.01098,-0.01131,4627554.93670,-0.01379,0.26192,-0.96499,119256.23330,-0.00763,0.96503,0.26204,4373297.46390
1686751111052723200,157,0.99987,0.01140,-0.01124,4627554.93740,-0.01379,0.25640,-0.96647,119256.23360,-0.00813,0.96650,0.25652,4373297.46330
1686751111077723136,158,0.99987,0.01162,-0.01117,4627554.93820,-0.01373,0.25063,-0.96798,119256.23420,-0.00845,0.96801,0.25076,4373297.46260
1686751111102723072,159,0.99987,0.01151,-0.01114,4627554.93900,-0.01362,0.24479,-0.96948,119256.23490,-0.00843,0.96951,0.24492,4373297.46170
1686751111127723008,160,0.99988,0.01118,-0.01089,4627554.93980,-0.01325,0.23905,-0.97092,119256.23570,-0.00826,0.97094,0.23917,4373297.46080
1686751111152723200,161,0.99988,0.01101,-0.01088,4627554.94060,-0.01315,0.23333,-0.97231,119256.23640,-0.00817,0.97234,0.23344,4373297.46010
1686751111177723136,162,0.99988,0.01083,-0.01073,4627554.94120,-0.01291,0.22746,-0.97370,119256.23710,-0.00810,0.97373,0.22758,4373297.45950
1686751111202723072,163,0.99989,0.01060,-0.01083,4627554.94160,-0.01291,0.22189,-0.97499,119256.23770,-0.00793,0.97502,0.22200,4373297.45920
1686751111227723008,164,0.99988,0.01045,-0.01103,4627554.94180,-0.01304,0.21657,-0.97618,119256.23810,-0.00781,0.97621,0.21668,4373297.45910
1686751111252722944,165,0.99989,0.01045,-0.01092,4627554.94190,-0.01288,0.21137,-0.97732,119256.23850,-0.00790,0.97735,0.21148,4373297.45910
1686751111277723136,166,0.99988,0.01057,-0.01102,4627554.94190,-0.01297,0.20615,-0.97843,119256.23880,-0.00807,0.97846,0.20627,4373297.45930
1686751111302723072,167,0.99988,0.01059,-0.01115,4627554.94190,-0.01305,0.20092,-0.97952,119256.23920,-0.00813,0.97955,0.20103,4373297.45940
1686751111327723008,168,0.99988,0.01062,-0.01129,4627554.94170,-0.01315,0.19566,-0.98058,119256.23960,-0.00820,0.98061,0.19578,4373297.45960
1686751111352723200,169,0.99988,0.01075,-0.01156,4627554.94160,-0.01340,0.19046,-0.98160,119256.24010,-0.00834,0.98164,0.19058,4373297.45990
1686751111377722880,170,0.99987,0.01093,-0.01193,4627554.94150,-0.01375,0.18518,-0.98261,119256.24080,-0.00853,0.98264,0.18531,4373297.46020
1686751111402723072,171,0.99986,0.01115,-0.01234,4627554.94140,-0.01414,0.17948,-0.98366,119256.24150,-0.00876,0.98370,0.17961,4373297.46030
1686751111427723264,172,0.99986,0.01136,-0.01264,4627554.94160,-0.01442,0.17308,-0.98480,119256.24250,-0.00900,0.98484,0.17322,4373297.46010
1686751111452722944,173,0.99986,0.01118,-0.01237,4627554.94200,-0.01406,0.16701,-0.98585,119256.24350,-0.00896,0.98589,0.16715,4373297.45960
1686751111477723136,174,0.99987,0.01066,-0.01205,4627554.94250,-0.01362,0.16162,-0.98676,119256.24440,-0.00857,0.98680,0.16175,4373297.45910
1686751111502723072,175,0.99988,0.01031,-0.01142,4627554.94300,-0.01289,0.15610,-0.98766,119256.24500,-0.00840,0.98769,0.15622,4373297.45870
1686751111527723008,176,0.99989,0.01020,-0.01107,4627554.94310,-0.01247,0.14971,-0.98865,119256.24520,-0.00843,0.98868,0.14982,4373297.45840
