timestamp (ns), T_wf(00), T_wf(01), T_wf(02), T_wf(03), T_wf(10), T_wf(11), T_wf(12), T_wf(13), T_wf(20), T_wf(21), T_wf(22), T_wf(23)
1690902678144222980,0.24198325948924843,0.9678030290882929,0.06929212808453772,-1.895046353340149,-0.9702665064375022,0.24174445477219192,0.011938386509910432,-1.1136982440948486,-0.005196981097083338,-0.07012072072091495,0.9975249750823565,0.483487606048584
1690902678164442487,0.2411043299964727,0.9680736710861054,0.06857163704347889,-1.8949215412139893,-0.970481972056083,0.24091850730675424,0.011091201522882448,-1.1136332750320435,-0.0057830762650828565,-0.0692216742570998,0.997584540699161,0.48353564739227295
1690902678194210034,0.24181446289982872,0.9679423892826918,0.0679212526546848,-1.895031213760376,-0.9703094629706915,0.24158100931016008,0.011754233714406724,-1.1136500835418701,-0.005031063704219137,-0.06874697790011217,0.9976214419445915,0.48347678780555725
1690902678204245622,0.2416761888193491,0.968005743814255,0.06750925640506766,-1.8950958251953125,-0.9703441874582251,0.24144431279026296,0.011696225342996382,-1.113655924797058,-0.004977712706736866,-0.06833391371675203,0.9976500882635958,0.48346376419067383
1690902678224372778,0.2418257686914379,0.9679504257368016,0.0677662962890862,-1.8951084613800049,-0.9703053320652216,0.24161163107126993,0.011462211692384764,-1.1137011051177979,-0.005278272690535886,-0.06852585677702691,0.9976353776758216,0.48346564173698425
1690902678244363701,0.24197007146942118,0.9678814297801526,0.06823505257425186,-1.8950358629226685,-0.970270799788268,0.2417306006236315,0.011869785186475482,-1.113689661026001,-0.00500595558488981,-0.06907861180471202,0.9975986596822473,0.4834322929382324
1690902678264344442,0.24162912366295042,0.967942235328323,0.0685798488295501,-1.8948974609375,-0.9703573094689589,0.2413641658334712,0.01224873102308141,-1.1136665344238281,-0.004696653919313114,-0.06950660773712052,0.997570435068542,0.4834117889404297
1690902678304374433,0.24210757875218114,0.9678363870538376,0.06838602346481953,-1.895057201385498,-0.9702386527604854,0.24183469667632318,0.01236673655372171,-1.1136937141418457,-0.004569135615713905,-0.06934484391824108,0.9975822851382636,0.4834195077419281
1690902678304421490,0.24249614104468786,0.9677407471500216,0.06836276679562098,-1.8951647281646729,-0.9701449371576129,0.24216732782049855,0.013182801057820909,-1.1137572526931763,-0.0037976948120857362,-0.06951857048153967,0.997573428812294,0.48336705565452576
1690902678324340687,0.2418988912790957,0.9679355291365264,0.0677180761181004,-1.89505136013031,-0.970287972911478,0.241673699035848,0.01162208318957475,-1.113655686378479,-0.005116250705282682,-0.06851740384400835,0.9976368023229685,0.4834812879562378
1690902678344389405,0.24160454666491993,0.9679409642483858,0.06868429777426377,-1.8949565887451172,-0.9703586557736432,0.24140279121484454,0.011347755674599825,-1.113586664199829,-0.0055966236256115645,-0.06939007222641719,0.9975739048714165,0.483535498380661
1690902678364211960,0.2415796709212425,0.9679470440237741,0.06868611623335776,-1.894943356513977,-0.9703656149392226,0.24136834652539857,0.011484539138317318,-1.1135871410369873,-0.005462228593587304,-0.06942507660228595,0.9975722143271424,0.48353996872901917
1690902678384422794,0.24183673480330237,0.9678669479291667,0.06890983098191947,-1.8950575590133667,-0.9703039614524139,0.24159040743461224,0.012012386329554078,-1.1136538982391357,-0.005021562449040631,-0.06976851827190793,0.9975505690283137,0.4834688603878021
1690902678404398828,0.24185584594509946,0.9678730045846554,0.06875752161364876,-1.8950729370117188,-0.9702987340740031,0.241617729379489,0.011884422740984606,-1.1136729717254639,-0.0051104243039799754,-0.06958965329537933,0.9975626114273036,0.4834911823272705
1690902678424331752,0.24183545663648892,0.9678602449126006,0.0690083924688994,-1.8950393199920654,-0.9703033893978803,0.24160009124251097,0.011862901609466129,-1.1136550903320312,-0.005190803059873135,-0.06982794733723123,0.9975455444912089,0.48348745703697205
1690902678444390697,0.24176066081089426,0.9678669273367136,0.06917654119763751,-1.8950352668762207,-0.9703234413859548,0.24150385341163944,0.012178172451019504,-1.1136410236358643,-0.0049195509141736204,-0.07006782253729642,0.9975300989261852,0.4834781289100647
1690902678464293248,0.24184141203820564,0.9678578450682538,0.06902117909165575,-1.8950766324996948,-0.9703023264357575,0.24160016015966068,0.011948134757452426,-1.1136575937271118,-0.0051114319640196415,-0.06986096442693773,0.9975436426104949,0.4834868311882019
1690902678494510568,0.24182608025036822,0.9678906352787233,0.0686138838027093,-1.895086646080017,-0.9703059031410406,0.24159318197779167,0.011797828253330062,-1.113654613494873,-0.005157639032726098,-0.06942947905317212,0.9975735292187806,0.4834844768047333
1690902678504247818,0.24179992648865561,0.9678785703352045,0.0688757478069138,-1.8950449228286743,-0.9703131609062295,0.24155375651844907,0.012006351818423477,-1.1136589050292969,-0.005016504982820157,-0.06973417955139856,0.9975529955245741,0.4834660291671753
1690902678524366300,0.24172066211883209,0.9678769927514406,0.06917548993148634,-1.8950296640396118,-0.9703313641233335,0.24149194054051176,0.011776521240519939,-1.1136372089385986,-0.0053070993380473705,-0.06996977602083404,0.9975349944439094,0.4835016131401062
1690902678544404521,0.24181905545071558,0.9678729106635239,0.06888812107063334,-1.895039677619934,-0.9703079045511617,0.24157941934699967,0.011914466563819805,-1.1136564016342163,-0.0051102628560219104,-0.069723833455175,0.9975532428205812,0.4834792912006378
1690902678564278883,0.24180758931791901,0.9678825373453609,0.06879304943206656,-1.89506196975708,-0.9703116817874121,0.24155639593555356,0.012072604089833884,-1.1136611700057983,-0.0049325384073919815,-0.06966994678146546,0.9975579023697458,0.4834657907485962
1690902678584390935,0.2419125723814582,0.9678519097376287,0.06885483382458031,-1.8950448036193848,-0.9702843429666191,0.24167649896807458,0.01186438537683647,-1.1136544942855835,-0.00515762713091876,-0.06967891118379413,0.9975561378782746,0.4834715723991394
1690902678604325730,0.2417312070965652,0.9678950840093993,0.06888490303452202,-1.8950164318084717,-0.9703301357607236,0.24148714831115742,0.011974340696718155,-1.1136360168457031,-0.00504491330089013,-0.06973566914415523,0.9975527481285407,0.4834725856781006
1690902678624405110,0.24184932269647813,0.9678539514864221,0.06904805358135332,-1.895046591758728,-0.9702995815161414,0.24161813961474826,0.011806638755751692,-1.1136720180511475,-0.005256160276819043,-0.06985272508089178,0.997543467513029,0.48344776034355164
1690902678644434455,0.24175024773335707,0.9679317725808069,0.06830008308514358,-1.8951208591461182,-0.9703260349724746,0.2415044078146954,0.01195854759865243,-1.113712191581726,-0.004919712944516499,-0.06916433065280332,0.9975931494301138,0.48345234990119934
1690902678664218790,0.24193097148277792,0.9678658232263059,0.06859411977614796,-1.895201563835144,-0.9702805275111205,0.24168749370246073,0.011952126194319786,-1.1136616468429565,-0.005010286433053582,-0.06944712822203836,0.997573051666679,0.4834878444671631
1690902678684375583,0.24193860997418176,0.9678458111348712,0.0688490731415008,-1.8951504230499268,-0.9702775226386365,0.24170694528366615,0.011801765286116029,-1.1136720180511475,-0.00521901005847953,-0.06965801081226615,0.9975572782871605,0.4834589958190918
1690902678714253509,0.2419040755847997,0.967887460611958,0.06838334450434277,-1.8951449394226074,-0.9702878156957621,0.24165512491814717,0.012014795593022223,-1.1136863231658936,-0.004896215662215618,-0.06925795399035989,0.9975867696001481,0.4834476411342621
1690902678724200787,0.2419844533374732,0.9678452819417155,0.068695229573278,-1.8951674699783325,-0.970267097106917,0.24174088099742652,0.011962722361744484,-1.1136562824249268,-0.005028380920371639,-0.06954751381429242,0.9975659670956956,0.4834820628166199
1690902678744434972,0.241918634654059,0.967865759839967,0.06863851059368085,-1.8951095342636108,-0.9702832066597366,0.24168010302736148,0.011883882984226529,-1.1136502027511597,-0.005086558877547762,-0.06947372690511765,0.9975708136211174,0.48349112272262573
1690902678764253524,0.2417440830264545,0.9678747850244213,0.0691245168925527,-1.8949947357177734,-0.970326568630384,0.24150196854855127,0.01196450572146776,-1.113606333732605,-0.005113563501429989,-0.06996570374908466,0.9975362909524705,0.48347172141075134
