timestamp R00 R01 R02 x R10 R11 R12 y R20 R21 R22 z 
324929000000 -0.4466050141376697 -0.8945799232723175 0.016453638661007235 -12.998871011201754 0.894448725429809 -0.44685058168598496 -0.01691257590929798 122.99780160241383 0.022481968865799118 0.00716369492594411 0.9997215825173156 0.1886979091686652
324963000000 -0.44660501439448685 -0.894579923437106 0.016453622730643824 -12.998870979821165 0.8944487262244124 -0.4468505813475212 -0.016912542827997274 122.99780153915754 0.022481932150657552 0.00716369546005631 0.9997215833391462 0.18869790868710354
324997000000 -0.4466050146524892 -0.8945799236014459 0.016453606792474748 -12.998870948195455 0.8944487270188416 -0.44685058100996194 -0.016912509731951506 122.99780147541057 0.022481895418844683 0.007163695993749037 0.9997215841613531 0.18869790819626323
325031000000 -0.4466050149116302 -0.8945799237653607 0.0164535908465138 -12.998870916324893 0.894448727813119 -0.4468505806732611 -0.01691247662120504 122.99780141117343 0.022481858670405995 0.007163696527015972 0.999721584983936 0.18869790769615044
325065000000 -0.44660501517194123 -0.8945799239288339 0.016453574892772344 -12.998870884209758 0.8944487286072278 -0.44685058033745056 -0.01691244349576407 122.99780134644669 0.02248182190535235 0.007163697059863715 0.9997215858068937 0.188697907186777
325099000000 -0.44660501543339626 -0.8945799240918781 0.01645355893129591 -12.998870851850322 0.8944487294011791 -0.446850580002506 -0.016912410355727894 122.99780128123089 0.022481785123792744 0.007163697592289259 0.9997215866302248 0.18869790666815575
325133000000 -0.4466050156959244 -0.8945799242545286 0.01645354296208768 -12.998870819246857 0.8944487301950076 -0.44685057966835656 -0.016912377201109243 122.99780121552658 0.022481748325739407 0.0071636981242915385 0.9997215874539285 0.1886979061402903
325167000000 -0.4466050159596206 -0.8945799244167368 0.016453526985191445 -12.998870786399623 0.8944487309886638 -0.4468505793350985 -0.01691234403197333 122.99780114933426 0.022481711511271027 0.007163698655878182 0.9997215882780024 0.1886979056031968
325201000000 -0.44660501622437004 -0.8945799245785606 0.01645351100061727 -12.998870753308896 0.8944487317822045 -0.4468505790026179 -0.01691231084836483 122.9978010826545 0.022481674680431146 0.0071636991870410996 0.9997215891024467 0.18869790505688017
325235000000 -0.44660501649012996 -0.8945799247400193 0.01645349500840737 -12.998870719974946 0.8944487325756475 -0.4468505786708733 -0.016912277650366993 122.99780101548784 0.02248163783331278 0.007163699717781912 0.9997215899272581 0.18869790450135093
325269000000 -0.4466050167570346 -0.8945799249010473 0.016453479008574932 -12.99887068639804 0.894448733368927 -0.44685057833999947 -0.016912244437989683 122.9978009478348 0.022481600969931716 0.007163700248104628 0.9997215907524377 0.18869790393662475
325303000000 -0.4466050170249375 -0.8945799250617156 0.01645346300117209 -12.998870652578443 0.894448734162112 -0.44685057800985206 -0.01691221121134409 122.99780087969594 0.022481564090409564 0.007163700778009853 0.9997215915779815 0.18869790336270428
325337000000 -0.44660501729388413 -0.8945799252220012 0.016453446986226094 -12.998870618516417 0.8944487349551784 -0.4468505776804771 -0.01691217797048723 122.9978008110718 0.022481527194809874 0.007163701307495325 0.9997215924038885 0.188697902779604
325371000000 -0.4466050175638505 -0.8945799253819153 0.016453430963779832 -12.998870584212233 0.8944487357481357 -0.4468505773518525 -0.016912144715505274 122.99780074196286 0.022481490283228725 0.007163701836561484 0.9997215932301563 0.1886979021873299
325405000000 -0.4466050178348579 -0.894579925541447 0.016453414933863226 -12.998870549666155 0.8944487365409719 -0.4468505770240005 -0.01691211144645155 122.99780067236968 0.022481453355727366 0.007163702365210721 0.9997215940567841 0.18869790158589533
325439000000 -0.44660501810683556 -0.8945799257006305 0.016453398896515557 -12.998870514878446 0.8944487373337197 -0.4468505766968521 -0.01691207816341641 122.9978006022928 0.02248141641240363 0.007163702893439552 0.9997215948837692 0.1886979009753053
325473000000 -0.4466050183798283 -0.894579925859443 0.0164533828517733 -12.998870479849371 0.8944487381263552 -0.44685057637045317 -0.016912044866455214 122.99780053173274 0.0224813794533237 0.007163703421254728 0.9997215957111101 0.18869790035557368
