T_lf(00), T_lf(01), T_lf(02), T_lf(03), T_lf(10), T_lf(11), T_lf(12), T_lf(13), T_lf(20), T_lf(21), T_lf(22), T_lf(23)
0.056501914311558994, 0.007194536933338, 0.9983767830634711, 0.11982536906464138, -0.8954218925340619, 0.442679199708496, 0.047485204747686, -0.11356481470524722, -0.441619016839132, -0.8966511157588691, 0.031454239939730996, -0.3004431817683351 
